UI_SECTION,UI_TAB,UI_PANEL,UI_FIELD_NAME,UI_SHORT_LABEL,FIELD_DESCRIPTION,JAVA_CLASS,JAVA_PROPERTY,DB_TABLE,DB_COLUMN,DATA_TYPE,LOOKUP_TABLE,LOOKUP_COLUMN,LOOKUP_DESCRIPTION_COLUMN,FIELD_ORIGIN,CUSTOM_ATTRIBUTE_ID,REQUIRED,READ_ONLY,CONFIDENCE,SOURCE_FILE,NOTES
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Activity Date,,Activity Date,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,submitDate,AWARD_PAYMENT_SCHEDULE,SUBMIT_DATE,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Amount,,Amount,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,amount,AWARD_PAYMENT_SCHEDULE,AMOUNT,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Comments,,Comments,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,statusDescription,AWARD_PAYMENT_SCHEDULE,STATUS_DESCRIPTION,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Due Date,,Due Date,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,dueDate,AWARD_PAYMENT_SCHEDULE,DUE_DATE,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Invoice ID,,Invoice ID,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,invoiceNumber,AWARD_PAYMENT_SCHEDULE,INVOICE_NUMBER,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Overdue,,Overdue,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,overdue,AWARD_PAYMENT_SCHEDULE,OVERDUE,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Preparer,,Preparer,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,submittedByPersonId,AWARD_PAYMENT_SCHEDULE,SUBMITTED_BY_PERSON_ID,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Preparer,,Preparer,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,submittedBy,AWARD_PAYMENT_SCHEDULE,SUBMITTED_BY,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Status,,Status,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,reportStatusCode,AWARD_PAYMENT_SCHEDULE,REPORT_STATUS_CODE,VARCHAR2,REPORT_STATUS,REPORT_STATUS_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,Status,,Status,org.kuali.kra.award.paymentreports.paymentschedule.AwardPaymentSchedule,status,AWARD_PAYMENT_SCHEDULE,STATUS,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,
Award Payment Reports And Terms,Award Payment Schedule,award Payment Schedule,,,,AwardPaymentSchedule,submittedByPersonUsername,,,,,,,DERIVED_DISPLAY,,,,LOW,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardPaymentSchedule.tag,"no ORM mapping for this property - rendered from a related object or computed in Java/KRAD, not stored in its own column; no DataDictionary label in source; UI name not asserted"
Award Payment Reports And Terms,${reportClassLabel},award Report Classes,Due Date,,Due Date,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,dueDate,AWARD_REPORT_TERMS,DUE_DATE,DATE,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportClasses.tag,
Award Payment Reports And Terms,${reportClassLabel},award Report Classes,Frequency,,Frequency,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,frequencyCode,AWARD_REPORT_TERMS,FREQUENCY_CODE,VARCHAR2,FREQUENCY,FREQUENCY_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportClasses.tag,
Award Payment Reports And Terms,${reportClassLabel},award Report Classes,Frequency Base,,Frequency Base,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,frequencyBaseCode,AWARD_REPORT_TERMS,FREQUENCY_BASE_CODE,VARCHAR2,FREQUENCY_BASE,FREQUENCY_BASE_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportClasses.tag,
Award Payment Reports And Terms,${reportClassLabel},award Report Classes,OSP File Copy,,OSP File Copy,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,ospDistributionCode,AWARD_REPORT_TERMS,OSP_DISTRIBUTION_CODE,VARCHAR2,DISTRIBUTION,OSP_DISTRIBUTION_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportClasses.tag,
Award Payment Reports And Terms,${reportClassLabel},award Report Classes,Payment Type,,Type,org.kuali.kra.award.paymentreports.awardreports.AwardReportTerm,reportCode,AWARD_REPORT_TERMS,REPORT_CODE,VARCHAR2,REPORT,REPORT_CODE,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportClasses.tag,
Award Payment Reports And Terms,Recipients,award Report Recipients,Contact Type,,Contact Type,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,contactId,AWARD_REP_TERMS_RECNT,CONTACT_ID,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportRecipients.tag,
Award Payment Reports And Terms,Recipients,award Report Recipients,Name/Organization,,Name/Organization,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,rolodexId,AWARD_REP_TERMS_RECNT,ROLODEX_ID,NUMBER,ROLODEX,ROLODEX_ID,DESCRIPTION,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportRecipients.tag,
Award Payment Reports And Terms,Recipients,award Report Recipients,Number of Copies,,Number of Copies,org.kuali.kra.award.paymentreports.awardreports.AwardReportTermRecipient,numberOfCopies,AWARD_REP_TERMS_RECNT,NUMBER_OF_COPIES,NUMBER,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportRecipients.tag,
Award Payment Reports And Terms,,award Reports Miscellaneous Procurement Purchasing,Procurement Priority Code,,Competing Renewal,org.kuali.kra.award.home.Award,procurementPriorityCode,AWARD,PROCUREMENT_PRIORITY_CODE,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportsMiscellaneousProcurementPurchasing.tag,
Award Payment Reports And Terms,,award Reports Miscellaneous Procurement Purchasing,Small Business Subcontracting Plan,,Small Business Subcontracting Plan,org.kuali.kra.award.home.Award,subPlanFlag,AWARD,SUB_PLAN_FLAG,VARCHAR2,,,,CORE_KUALI,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardReportsMiscellaneousProcurementPurchasing.tag,
Award Payment Reports And Terms,${sponsorTermTypeLabel},award Terms Types,Code,,Sponsor Term Code,org.kuali.coeus.common.framework.sponsor.term.SponsorTerm,sponsorTermCode,SPONSOR_TERM,SPONSOR_TERM_CODE,VARCHAR2,,,,LOOKUP_REFERENCE,,,,HIGH,coeus-webapp/src/main/webapp/WEB-INF/tags/award/awardTermsTypes.tag,
